Ano,Trimestre,Cidade,Tipo de Imóvel,Material Utilizado,Quantidade (m³),Valor Material (R$),Área Construída (m²)
2021,Q2,Cidade A,Comercial,Fio Algodão,100,98400,156
2021,Q2,Cidade A,Comercial,Cimento,45,6885,71
2021,Q2,Cidade A,Comercial,Tecido,66,29898,82
2021,Q2,Cidade A,Comercial,Papel,42,25368,145
2021,Q2,Cidade A,Comercial,Poliéster,41,13407,94
2021,Q2,Cidade A,Comercial,Couro,48,16176,80
2021,Q2,Cidade A,Comercial,Areia,42,39312,146
2021,Q2,Cidade A,Industrial,Barra Metal,43,7912,53
2021,Q2,Cidade A,Industrial,Madeira,19,3249,55
2021,Q2,Cidade A,Industrial,Pedra Britada,24,23544,76
2021,Q2,Cidade A,Industrial,Fio Algodão,12,9180,139
2021,Q2,Cidade A,Industrial,Cimento,29,21663,101
2021,Q2,Cidade A,Industrial,Tecido,86,16254,128
2021,Q2,Cidade A,Industrial,Papel,32,17888,149
2021,Q2,Cidade A,Industrial,Poliéster,66,26136,92
2021,Q2,Cidade A,Industrial,Couro,23,22333,143
2021,Q2,Cidade A,Industrial,Areia,68,22916,187
2021,Q2,Cidade B,Residencial,Barra Metal,23,22264,129
2021,Q2,Cidade B,Residencial,Madeira,29,17139,131
2021,Q2,Cidade B,Residencial,Pedra Britada,59,58764,66
2021,Q2,Cidade B,Residencial,Fio Algodão,60,13440,166
2021,Q2,Cidade B,Residencial,Cimento,56,49952,193
2021,Q2,Cidade B,Residencial,Tecido,35,10675,50
2021,Q2,Cidade B,Residencial,Papel,26,2860,139
2021,Q2,Cidade B,Residencial,Poliéster,45,9855,96
2021,Q2,Cidade B,Residencial,Couro,57,48678,118
2021,Q2,Cidade B,Residencial,Areia,100,13000,72
2021,Q2,Cidade B,Comercial,Barra Metal,100,91300,97
2021,Q2,Cidade B,Comercial,Madeira,24,8544,122
2021,Q2,Cidade B,Comercial,Pedra Britada,28,20720,200
2021,Q2,Cidade B,Comercial,Fio Algodão,50,38050,96
2021,Q2,Cidade B,Comercial,Cimento,65,46475,93
2021,Q2,Cidade B,Comercial,Tecido,88,33088,82
2021,Q2,Cidade B,Comercial,Papel,17,9129,66
2021,Q2,Cidade B,Comercial,Poliéster,36,17460,176
2021,Q2,Cidade B,Comercial,Couro,14,13426,139
2021,Q2,Cidade B,Comercial,Areia,37,18574,92
2021,Q2,Cidade B,Industrial,Barra Metal,28,11648,65
2021,Q2,Cidade B,Industrial,Madeira,36,8928,177
2021,Q2,Cidade B,Industrial,Pedra Britada,90,63090,158
2021,Q2,Cidade B,Industrial,Fio Algodão,55,45100,110
2021,Q2,Cidade B,Industrial,Cimento,86,84624,135
2021,Q2,Cidade B,Industrial,Tecido,98,81928,178
2021,Q2,Cidade B,Industrial,Papel,26,22906,110
2021,Q2,Cidade B,Industrial,Poliéster,29,23722,51
2021,Q2,Cidade B,Industrial,Couro,77,15169,195
2021,Q2,Cidade B,Industrial,Areia,22,16434,154
2021,Q2,Cidade C,Residencial,Barra Metal,57,48279,113
2021,Q2,Cidade C,Residencial,Madeira,21,17619,154
2021,Q2,Cidade C,Residencial,Pedra Britada,98,18522,96
2021,Q2,Cidade C,Residencial,Fio Algodão,91,15288,132
2021,Q2,Cidade C,Residencial,Cimento,37,16391,83
2021,Q2,Cidade C,Residencial,Tecido,74,73852,93
2021,Q2,Cidade C,Residencial,Papel,70,27860,147
2021,Q2,Cidade C,Residencial,Poliéster,12,2916,108
2021,Q2,Cidade C,Residencial,Couro,74,9324,93
2021,Q2,Cidade C,Residencial,Areia,44,7612,135
2021,Q2,Cidade C,Comercial,Barra Metal,66,39336,142
2021,Q2,Cidade C,Comercial,Madeira,26,22334,182
2021,Q2,Cidade C,Comercial,Pedra Britada,52,16120,116
2021,Q2,Cidade C,Comercial,Fio Algodão,98,73108,51
2021,Q2,Cidade C,Comercial,Cimento,91,49504,99
2021,Q2,Cidade C,Comercial,Tecido,23,7222,159
2021,Q2,Cidade C,Comercial,Papel,78,8970,190
2021,Q2,Cidade C,Comercial,Poliéster,73,34018,93
2021,Q2,Cidade C,Comercial,Couro,28,16688,126
2021,Q2,Cidade C,Comercial,Areia,80,56160,175
2021,Q2,Cidade C,Industrial,Barra Metal,91,78988,99
2021,Q2,Cidade C,Industrial,Madeira,12,9624,140
2021,Q2,Cidade C,Industrial,Pedra Britada,72,17856,189
2021,Q2,Cidade C,Industrial,Fio Algodão,93,16089,50
2021,Q2,Cidade C,Industrial,Cimento,81,35802,79
2021,Q2,Cidade C,Industrial,Tecido,62,45942,149
2021,Q2,Cidade C,Industrial,Papel,67,52193,109
2021,Q2,Cidade C,Industrial,Poliéster,93,69564,143
2021,Q2,Cidade C,Industrial,Couro,34,20842,134
2021,Q2,Cidade C,Industrial,Areia,59,18290,67
2021,Q2,Cidade D,Residencial,Barra Metal,69,59409,129
2021,Q2,Cidade D,Residencial,Madeira,27,5670,118
2021,Q2,Cidade D,Residencial,Pedra Britada,14,5390,199
2021,Q2,Cidade D,Residencial,Fio Algodão,70,29260,188
2021,Q2,Cidade D,Residencial,Cimento,51,47583,141
2021,Q2,Cidade D,Residencial,Tecido,49,39151,75
2021,Q2,Cidade D,Residencial,Papel,90,88830,200
2021,Q2,Cidade D,Residencial,Poliéster,16,12368,129
2021,Q2,Cidade D,Residencial,Couro,34,25568,197
2021,Q2,Cidade D,Residencial,Areia,42,28434,112
2021,Q2,Cidade D,Comercial,Barra Metal,37,28712,133
2021,Q2,Cidade D,Comercial,Madeira,96,68256,73
2021,Q2,Cidade D,Comercial,Pedra Britada,44,26532,97
2021,Q2,Cidade D,Comercial,Fio Algodão,63,13041,153
2021,Q2,Cidade D,Comercial,Cimento,58,52548,83
2021,Q2,Cidade D,Comercial,Tecido,27,12771,99
2021,Q2,Cidade D,Comercial,Papel,47,20586,57
2021,Q2,Cidade D,Comercial,Poliéster,11,9185,165
2021,Q2,Cidade D,Comercial,Couro,46,4600,136
2021,Q2,Cidade D,Comercial,Areia,57,15390,170
2021,Q2,Cidade D,Industrial,Barra Metal,72,54504,172
2021,Q2,Cidade D,Industrial,Madeira,38,18658,112
2021,Q2,Cidade D,Industrial,Pedra Britada,76,30096,124
2021,Q2,Cidade D,Industrial,Fio Algodão,36,20916,129
2021,Q2,Cidade D,Industrial,Cimento,77,48433,99
2021,Q2,Cidade D,Industrial,Tecido,92,79396,97
2021,Q2,Cidade D,Industrial,Papel,16,3248,153
2021,Q2,Cidade D,Industrial,Poliéster,96,94656,191
2021,Q2,Cidade D,Industrial,Couro,91,83356,53
2021,Q2,Cidade D,Industrial,Areia,75,30000,92
2021,Q2,Cidade E,Residencial,Barra Metal,61,36417,86
2021,Q2,Cidade E,Residencial,Madeira,55,54890,176
2021,Q2,Cidade E,Residencial,Pedra Britada,19,9709,135
2021,Q2,Cidade E,Residencial,Fio Algodão,73,12702,186
2021,Q2,Cidade E,Residencial,Cimento,92,85468,156
2021,Q2,Cidade E,Residencial,Tecido,75,25200,147
2021,Q2,Cidade E,Residencial,Papel,68,36516,171
2021,Q2,Cidade E,Residencial,Poliéster,79,22594,89
2021,Q2,Cidade E,Residencial,Couro,64,15808,186
2021,Q2,Cidade E,Residencial,Areia,29,23780,167
2021,Q2,Cidade E,Comercial,Barra Metal,14,11998,120
2021,Q2,Cidade E,Comercial,Madeira,84,38136,106
2021,Q2,Cidade E,Comercial,Pedra Britada,96,64320,68
2021,Q2,Cidade E,Comercial,Fio Algodão,63,20160,85
2021,Q2,Cidade E,Comercial,Cimento,45,37800,153
2021,Q2,Cidade E,Comercial,Tecido,75,48000,139
2021,Q2,Cidade E,Comercial,Papel,41,14473,90
2021,Q2,Cidade E,Comercial,Poliéster,84,54432,71
2021,Q2,Cidade E,Comercial,Couro,34,30702,147
2021,Q2,Cidade E,Comercial,Areia,81,79947,136
2021,Q2,Cidade E,Industrial,Barra Metal,97,57133,58
2021,Q2,Cidade E,Industrial,Madeira,100,99500,124
2021,Q2,Cidade E,Industrial,Pedra Britada,66,33066,132
2021,Q2,Cidade E,Industrial,Fio Algodão,47,46107,197
2021,Q2,Cidade E,Industrial,Cimento,78,73086,178
2021,Q2,Cidade E,Industrial,Tecido,33,27324,133
2021,Q2,Cidade E,Industrial,Papel,67,33969,115
2021,Q2,Cidade E,Industrial,Poliéster,30,8520,167
2021,Q2,Cidade E,Industrial,Couro,72,26928,114
2021,Q2,Cidade E,Industrial,Areia,76,65892,139
2021,Q3,Cidade A,Residencial,Barra Metal,26,3536,146
2021,Q3,Cidade A,Residencial,Madeira,53,51834,118
2021,Q3,Cidade A,Residencial,Pedra Britada,99,48312,147
2021,Q3,Cidade A,Residencial,Fio Algodão,67,35644,149
2021,Q3,Cidade A,Residencial,Cimento,61,43432,180
2021,Q3,Cidade A,Residencial,Tecido,91,59059,128
2021,Q3,Cidade A,Residencial,Papel,75,65325,153
2021,Q3,Cidade A,Residencial,Poliéster,83,58681,131
2021,Q3,Cidade A,Residencial,Couro,48,22080,181
2021,Q3,Cidade A,Residencial,Areia,97,25608,78
2021,Q3,Cidade A,Comercial,Barra Metal,77,43505,94
2021,Q3,Cidade A,Comercial,Madeira,26,19162,146
2021,Q3,Cidade A,Comercial,Pedra Britada,33,7260,66
2021,Q3,Cidade A,Comercial,Fio Algodão,50,29550,131
2021,Q3,Cidade A,Comercial,Cimento,42,18774,172
2021,Q3,Cidade A,Comercial,Tecido,26,12688,100
2021,Q3,Cidade A,Comercial,Papel,65,55315,61
2021,Q3,Cidade A,Comercial,Poliéster,24,10008,138
2021,Q3,Cidade A,Comercial,Couro,82,71258,167
2021,Q3,Cidade A,Comercial,Areia,12,5916,164
2021,Q3,Cidade A,Industrial,Barra Metal,42,35574,89
2021,Q3,Cidade A,Industrial,Madeira,80,76000,73
2021,Q3,Cidade A,Industrial,Pedra Britada,74,20202,195
2021,Q3,Cidade A,Industrial,Fio Algodão,54,26514,180
2021,Q3,Cidade A,Industrial,Cimento,61,29707,95
2021,Q3,Cidade A,Industrial,Tecido,54,51138,51
2021,Q3,Cidade A,Industrial,Papel,29,8613,162
2021,Q3,Cidade A,Industrial,Poliéster,64,10432,55
2021,Q3,Cidade A,Industrial,Couro,55,49390,134
2021,Q3,Cidade A,Industrial,Areia,10,8760,85
2021,Q3,Cidade B,Residencial,Barra Metal,17,9945,129
2021,Q3,Cidade B,Residencial,Madeira,25,22800,51
2021,Q3,Cidade B,Residencial,Pedra Britada,23,16836,72
2021,Q3,Cidade B,Residencial,Fio Algodão,97,89531,118
2021,Q3,Cidade B,Residencial,Cimento,41,23206,66
2021,Q3,Cidade B,Residencial,Tecido,36,32112,78
2021,Q3,Cidade B,Residencial,Papel,89,33820,67
2021,Q3,Cidade B,Residencial,Poliéster,84,37968,137
2021,Q3,Cidade B,Residencial,Couro,12,4788,132
2021,Q3,Cidade B,Residencial,Areia,21,13587,177
2021,Q3,Cidade B,Comercial,Barra Metal,74,14356,111
2021,Q3,Cidade B,Comercial,Madeira,20,19260,75
2021,Q3,Cidade B,Comercial,Pedra Britada,86,76110,108
2021,Q3,Cidade B,Comercial,Fio Algodão,88,53064,83
2021,Q3,Cidade B,Comercial,Cimento,62,23188,172
2021,Q3,Cidade B,Comercial,Tecido,36,14616,180
2021,Q3,Cidade B,Comercial,Papel,28,18816,131
2021,Q3,Cidade B,Comercial,Poliéster,70,53830,66
2021,Q3,Cidade B,Comercial,Couro,67,14874,124
2021,Q3,Cidade B,Comercial,Areia,27,12960,78
2021,Q3,Cidade B,Industrial,Barra Metal,80,18080,200
2021,Q3,Cidade B,Industrial,Madeira,49,38122,167
2021,Q3,Cidade B,Industrial,Pedra Britada,21,11151,50
2021,Q3,Cidade B,Industrial,Fio Algodão,39,26754,138
2021,Q3,Cidade B,Industrial,Cimento,65,23985,139
2021,Q3,Cidade B,Industrial,Tecido,16,6416,175
2021,Q3,Cidade B,Industrial,Papel,68,67456,190
2021,Q3,Cidade B,Industrial,Poliéster,93,27156,180
2021,Q3,Cidade B,Industrial,Couro,93,49848,156
2021,Q3,Cidade B,Industrial,Areia,29,12093,102
2021,Q3,Cidade C,Residencial,Barra Metal,39,18720,169
2021,Q3,Cidade C,Residencial,Madeira,26,7228,87
2021,Q3,Cidade C,Residencial,Pedra Britada,29,27028,181
2021,Q3,Cidade C,Residencial,Fio Algodão,23,7659,80
2021,Q3,Cidade C,Residencial,Cimento,79,38710,102
2021,Q3,Cidade C,Residencial,Tecido,53,47965,159
2021,Q3,Cidade C,Residencial,Papel,61,50569,93
2021,Q3,Cidade C,Residencial,Poliéster,31,14818,150
2021,Q3,Cidade C,Residencial,Couro,39,29991,159
2021,Q3,Cidade C,Residencial,Areia,16,9664,107
2021,Q3,Cidade C,Comercial,Barra Metal,15,9495,200
2021,Q3,Cidade C,Comercial,Madeira,81,10044,134
2021,Q3,Cidade C,Comercial,Pedra Britada,74,24420,54
2021,Q3,Cidade C,Comercial,Fio Algodão,11,2332,61
2021,Q3,Cidade C,Comercial,Cimento,76,8208,128
2021,Q3,Cidade C,Comercial,Tecido,23,21712,101
2021,Q3,Cidade C,Comercial,Papel,39,33501,54
2021,Q3,Cidade C,Comercial,Poliéster,42,41076,130
2021,Q3,Cidade C,Comercial,Couro,27,4401,98
2021,Q3,Cidade C,Comercial,Areia,58,38744,70
2021,Q3,Cidade C,Industrial,Barra Metal,96,28032,134
2021,Q3,Cidade C,Industrial,Madeira,68,11764,88
2021,Q3,Cidade C,Industrial,Pedra Britada,70,26950,67
2021,Q3,Cidade C,Industrial,Fio Algodão,64,44160,151
2021,Q3,Cidade C,Industrial,Cimento,33,31515,181
2021,Q3,Cidade C,Industrial,Tecido,27,14175,93
2021,Q3,Cidade C,Industrial,Papel,20,17860,53
2021,Q3,Cidade C,Industrial,Poliéster,38,34846,179
2021,Q3,Cidade C,Industrial,Couro,98,83692,73
2021,Q3,Cidade C,Industrial,Areia,65,33735,140
2021,Q3,Cidade D,Residencial,Barra Metal,21,2940,52
2021,Q3,Cidade D,Residencial,Madeira,20,9520,67
2021,Q3,Cidade D,Residencial,Pedra Britada,56,55832,146
2021,Q3,Cidade D,Residencial,Fio Algodão,48,36192,103
2021,Q3,Cidade D,Residencial,Cimento,76,57456,111
2021,Q3,Cidade D,Residencial,Tecido,30,3690,134
2021,Q3,Cidade D,Residencial,Papel,100,90200,112
2021,Q3,Cidade D,Residencial,Poliéster,81,13284,61
2021,Q3,Cidade D,Residencial,Couro,94,55272,124
2021,Q3,Cidade D,Residencial,Areia,73,56575,88
2021,Q3,Cidade D,Comercial,Barra Metal,28,9772,125
2021,Q3,Cidade D,Comercial,Madeira,40,11480,179
2021,Q3,Cidade D,Comercial,Pedra Britada,90,39420,58
2021,Q3,Cidade D,Comercial,Fio Algodão,86,54352,183
2021,Q3,Cidade D,Comercial,Cimento,29,17864,61
2021,Q3,Cidade D,Comercial,Tecido,40,14840,126
2021,Q3,Cidade D,Comercial,Papel,94,40984,198
2021,Q3,Cidade D,Comercial,Poliéster,13,2457,195
2021,Q3,Cidade D,Comercial,Couro,92,69000,127
2021,Q3,Cidade D,Comercial,Areia,88,67144,198
2021,Q3,Cidade D,Industrial,Barra Metal,22,6776,172
2021,Q3,Cidade D,Industrial,Madeira,51,25755,109
2021,Q3,Cidade D,Industrial,Pedra Britada,96,84096,164
2021,Q3,Cidade D,Industrial,Fio Algodão,61,49349,184
2021,Q3,Cidade D,Industrial,Cimento,74,42846,180
2021,Q3,Cidade D,Industrial,Tecido,19,9614,115
2021,Q3,Cidade D,Industrial,Papel,14,10808,65
2021,Q3,Cidade D,Industrial,Poliéster,81,30699,183
2021,Q3,Cidade D,Industrial,Couro,96,62592,153
2021,Q3,Cidade D,Industrial,Areia,93,60171,109
2021,Q3,Cidade E,Residencial,Barra Metal,20,7460,55
2021,Q3,Cidade E,Residencial,Madeira,45,6435,131
2021,Q3,Cidade E,Residencial,Pedra Britada,84,46368,66
2021,Q3,Cidade E,Residencial,Fio Algodão,49,40474,75
2021,Q3,Cidade E,Residencial,Cimento,71,51830,78
2021,Q3,Cidade E,Residencial,Tecido,45,14940,192
2021,Q3,Cidade E,Residencial,Papel,43,39345,119
2021,Q3,Cidade E,Residencial,Poliéster,48,8016,178
2021,Q3,Cidade E,Residencial,Couro,63,45108,159
2021,Q3,Cidade E,Residencial,Areia,54,39798,120
2021,Q3,Cidade E,Comercial,Barra Metal,87,12702,56
2021,Q3,Cidade E,Comercial,Madeira,46,22862,128
2021,Q3,Cidade E,Comercial,Pedra Britada,61,30195,59
2021,Q3,Cidade E,Comercial,Fio Algodão,75,59100,164
2021,Q3,Cidade E,Comercial,Cimento,40,8280,79
2021,Q3,Cidade E,Comercial,Tecido,15,4530,107
2021,Q3,Cidade E,Comercial,Papel,79,53562,51
2021,Q3,Cidade E,Comercial,Poliéster,36,6264,195
2021,Q3,Cidade E,Comercial,Couro,60,27120,183
2021,Q3,Cidade E,Comercial,Areia,95,65835,179
2021,Q3,Cidade E,Industrial,Barra Metal,57,10488,114
2021,Q3,Cidade E,Industrial,Madeira,14,10080,121
2021,Q3,Cidade E,Industrial,Pedra Britada,12,3348,145
2021,Q3,Cidade E,Industrial,Fio Algodão,45,37845,60
2021,Q3,Cidade E,Industrial,Cimento,21,5271,97
2021,Q3,Cidade E,Industrial,Tecido,63,36288,96
2021,Q3,Cidade E,Industrial,Papel,40,5440,118
2021,Q3,Cidade E,Industrial,Poliéster,24,6816,138
2021,Q3,Cidade E,Industrial,Couro,88,46552,180
2021,Q3,Cidade E,Industrial,Areia,75,12075,135
2021,Q4,Cidade A,Residencial,Barra Metal,48,45792,75
2021,Q4,Cidade A,Residencial,Madeira,58,46516,80
2021,Q4,Cidade A,Residencial,Pedra Britada,71,24495,134
2021,Q4,Cidade A,Residencial,Fio Algodão,52,28236,190
2021,Q4,Cidade A,Residencial,Cimento,78,12480,58
2021,Q4,Cidade A,Residencial,Tecido,42,8862,151
2021,Q4,Cidade A,Residencial,Papel,65,22490,62
2021,Q4,Cidade A,Residencial,Poliéster,58,50866,176
2021,Q4,Cidade A,Residencial,Couro,47,39433,125
2021,Q4,Cidade A,Residencial,Areia,78,26208,141
2021,Q4,Cidade A,Comercial,Barra Metal,73,60809,175
2021,Q4,Cidade A,Comercial,Madeira,63,37737,141
2021,Q4,Cidade A,Comercial,Pedra Britada,34,8194,151
2021,Q4,Cidade A,Comercial,Fio Algodão,58,26854,198
2021,Q4,Cidade A,Comercial,Cimento,59,16402,150
2021,Q4,Cidade A,Comercial,Tecido,27,23139,89
2021,Q4,Cidade A,Comercial,Papel,98,90356,71
2021,Q4,Cidade A,Comercial,Poliéster,22,5346,56
2021,Q4,Cidade A,Comercial,Couro,28,18956,186
2021,Q4,Cidade A,Comercial,Areia,97,65960,129
2021,Q4,Cidade A,Industrial,Barra Metal,55,32120,110
2021,Q4,Cidade A,Industrial,Madeira,49,30282,152
2021,Q4,Cidade A,Industrial,Pedra Britada,39,35607,187
2021,Q4,Cidade A,Industrial,Fio Algodão,87,42456,190
2021,Q4,Cidade A,Industrial,Cimento,83,33864,120
2021,Q4,Cidade A,Industrial,Tecido,32,12736,51
2021,Q4,Cidade A,Industrial,Papel,59,24131,174
2021,Q4,Cidade A,Industrial,Poliéster,92,15456,140
2021,Q4,Cidade A,Industrial,Couro,15,2955,92
2021,Q4,Cidade A,Industrial,Areia,96,90240,110
2021,Q4,Cidade B,Residencial,Barra Metal,40,21240,109
2021,Q4,Cidade B,Residencial,Madeira,42,33852,173
2021,Q4,Cidade B,Residencial,Pedra Britada,38,21204,52
2021,Q4,Cidade B,Residencial,Fio Algodão,81,72576,185
2021,Q4,Cidade B,Residencial,Cimento,43,26660,71
2021,Q4,Cidade B,Residencial,Tecido,37,26973,98
2021,Q4,Cidade B,Residencial,Papel,43,23994,78
2021,Q4,Cidade B,Residencial,Poliéster,94,30644,122
2021,Q4,Cidade B,Residencial,Couro,62,30504,148
2021,Q4,Cidade B,Residencial,Areia,25,13000,139
2021,Q4,Cidade B,Comercial,Barra Metal,64,32064,76
2021,Q4,Cidade B,Comercial,Madeira,78,66534,65
2021,Q4,Cidade B,Comercial,Pedra Britada,46,39882,115
2021,Q4,Cidade B,Comercial,Fio Algodão,24,7680,194
2021,Q4,Cidade B,Comercial,Cimento,58,16646,181
2021,Q4,Cidade B,Comercial,Tecido,60,56460,54
2021,Q4,Cidade B,Comercial,Papel,36,24624,168
2021,Q4,Cidade B,Comercial,Poliéster,65,27950,97
2021,Q4,Cidade B,Comercial,Couro,47,15980,125
2021,Q4,Cidade B,Comercial,Areia,41,5863,59
2021,Q4,Cidade B,Industrial,Barra Metal,72,9144,129
2021,Q4,Cidade B,Industrial,Madeira,12,3516,105
2021,Q4,Cidade B,Industrial,Pedra Britada,39,20943,131
2021,Q4,Cidade B,Industrial,Fio Algodão,48,46560,191
2021,Q4,Cidade B,Industrial,Cimento,24,16440,191
2021,Q4,Cidade B,Industrial,Tecido,65,22620,124
2021,Q4,Cidade B,Industrial,Papel,97,53253,120
2021,Q4,Cidade B,Industrial,Poliéster,91,34216,199
2021,Q4,Cidade B,Industrial,Couro,10,4590,111
2021,Q4,Cidade B,Industrial,Areia,53,34079,103
2021,Q4,Cidade C,Residencial,Barra Metal,59,34102,136
2021,Q4,Cidade C,Residencial,Madeira,48,29136,52
2021,Q4,Cidade C,Residencial,Pedra Britada,90,25020,95
2021,Q4,Cidade C,Residencial,Fio Algodão,89,38359,128
2021,Q4,Cidade C,Residencial,Cimento,55,34760,122
2021,Q4,Cidade C,Residencial,Tecido,92,41032,51
2021,Q4,Cidade C,Residencial,Papel,86,78948,179
2021,Q4,Cidade C,Residencial,Poliéster,10,7620,73
2021,Q4,Cidade C,Residencial,Couro,54,27486,119
2021,Q4,Cidade C,Residencial,Areia,13,7930,175
2021,Q4,Cidade C,Comercial,Barra Metal,90,9180,120
2021,Q4,Cidade C,Comercial,Madeira,83,36686,78
2021,Q4,Cidade C,Comercial,Pedra Britada,18,4536,77
2021,Q4,Cidade C,Comercial,Fio Algodão,43,38313,198
2021,Q4,Cidade C,Comercial,Cimento,86,64500,87
2021,Q4,Cidade C,Comercial,Tecido,41,6068,52
2021,Q4,Cidade C,Comercial,Papel,31,16771,200
2021,Q4,Cidade C,Comercial,Poliéster,77,75614,67
2021,Q4,Cidade C,Comercial,Couro,88,16104,65
2021,Q4,Cidade C,Comercial,Areia,77,42966,125
2021,Q4,Cidade C,Industrial,Barra Metal,85,49980,140
2021,Q4,Cidade C,Industrial,Madeira,65,63635,88
2021,Q4,Cidade C,Industrial,Pedra Britada,30,13560,155
2021,Q4,Cidade C,Industrial,Fio Algodão,26,17784,120
2021,Q4,Cidade C,Industrial,Cimento,95,31540,83
2021,Q4,Cidade C,Industrial,Tecido,61,26108,132
2021,Q4,Cidade C,Industrial,Papel,75,43350,60
2021,Q4,Cidade C,Industrial,Poliéster,20,4500,51
2021,Q4,Cidade C,Industrial,Couro,99,82170,78
2021,Q4,Cidade C,Industrial,Areia,85,18530,126
2021,Q4,Cidade D,Residencial,Barra Metal,50,13150,171
2021,Q4,Cidade D,Residencial,Madeira,37,9731,110
2021,Q4,Cidade D,Residencial,Pedra Britada,44,43164,160
2021,Q4,Cidade D,Residencial,Fio Algodão,67,60501,101
2021,Q4,Cidade D,Residencial,Cimento,68,47804,141
2021,Q4,Cidade D,Residencial,Tecido,51,48858,89
2021,Q4,Cidade D,Residencial,Papel,97,88464,136
2021,Q4,Cidade D,Residencial,Poliéster,46,44436,60
2021,Q4,Cidade D,Residencial,Couro,47,19881,67
2021,Q4,Cidade D,Residencial,Areia,61,6832,113
2021,Q4,Cidade D,Comercial,Barra Metal,60,54780,82
2021,Q4,Cidade D,Comercial,Madeira,100,59700,123
2021,Q4,Cidade D,Comercial,Pedra Britada,72,23112,88
2021,Q4,Cidade D,Comercial,Fio Algodão,92,79764,65
2021,Q4,Cidade D,Comercial,Cimento,12,5760,127
2021,Q4,Cidade D,Comercial,Tecido,68,51884,104
2021,Q4,Cidade D,Comercial,Papel,53,30316,147
2021,Q4,Cidade D,Comercial,Poliéster,100,75000,68
2021,Q4,Cidade D,Comercial,Couro,46,21114,62
2021,Q4,Cidade D,Comercial,Areia,45,36450,136
2021,Q4,Cidade D,Industrial,Barra Metal,20,11620,104
2021,Q4,Cidade D,Industrial,Madeira,62,53630,137
2021,Q4,Cidade D,Industrial,Pedra Britada,22,19360,93
2021,Q4,Cidade D,Industrial,Fio Algodão,12,2244,155
2021,Q4,Cidade D,Industrial,Cimento,84,28140,85
2021,Q4,Cidade D,Industrial,Tecido,58,14964,200
2021,Q4,Cidade D,Industrial,Papel,54,35370,56
2021,Q4,Cidade D,Industrial,Poliéster,76,73036,136
2021,Q4,Cidade D,Industrial,Couro,78,8892,138
2021,Q4,Cidade D,Industrial,Areia,26,15574,71
2021,Q4,Cidade E,Residencial,Barra Metal,56,53312,163
2021,Q4,Cidade E,Residencial,Madeira,72,13824,65
2021,Q4,Cidade E,Residencial,Pedra Britada,46,15502,145
2021,Q4,Cidade E,Residencial,Fio Algodão,44,41184,158
2021,Q4,Cidade E,Residencial,Cimento,13,7293,179
2021,Q4,Cidade E,Residencial,Tecido,80,75360,169
2021,Q4,Cidade E,Residencial,Papel,97,19982,71
2021,Q4,Cidade E,Residencial,Poliéster,57,39501,146
2021,Q4,Cidade E,Residencial,Couro,63,29358,132
2021,Q4,Cidade E,Residencial,Areia,95,11970,187
2021,Q4,Cidade E,Comercial,Barra Metal,40,23160,105
2021,Q4,Cidade E,Comercial,Madeira,94,25756,175
2021,Q4,Cidade E,Comercial,Pedra Britada,18,16452,82
2021,Q4,Cidade E,Comercial,Fio Algodão,48,7392,159
2021,Q4,Cidade E,Comercial,Cimento,77,50589,139
2021,Q4,Cidade E,Comercial,Tecido,26,12610,97
2021,Q4,Cidade E,Comercial,Papel,73,21243,185
2021,Q4,Cidade E,Comercial,Poliéster,49,45080,142
2021,Q4,Cidade E,Comercial,Couro,32,13728,145
2021,Q4,Cidade E,Comercial,Areia,25,15925,97
2021,Q4,Cidade E,Industrial,Barra Metal,71,7739,107
2021,Q4,Cidade E,Industrial,Madeira,15,10560,60
2021,Q4,Cidade E,Industrial,Pedra Britada,40,37720,121
2021,Q4,Cidade E,Industrial,Fio Algodão,30,19860,121
2021,Q4,Cidade E,Industrial,Cimento,80,50000,110
2021,Q4,Cidade E,Industrial,Tecido,18,16992,56
2021,Q4,Cidade E,Industrial,Papel,97,64699,188
2021,Q4,Cidade E,Industrial,Poliéster,30,21840,109
2021,Q4,Cidade E,Industrial,Couro,23,19136,84
2021,Q4,Cidade E,Industrial,Areia,96,58368,162
2022,Q1,Cidade A,Residencial,Barra Metal,56,43512,151
2022,Q1,Cidade A,Residencial,Madeira,86,48074,76
2022,Q1,Cidade A,Residencial,Pedra Britada,26,19370,173
2022,Q1,Cidade A,Residencial,Fio Algodão,54,25110,155
2022,Q1,Cidade A,Residencial,Cimento,72,67896,143
2022,Q1,Cidade A,Residencial,Tecido,74,16354,176
2022,Q1,Cidade A,Residencial,Papel,26,25454,160
2022,Q1,Cidade A,Residencial,Poliéster,64,56384,90
2022,Q1,Cidade A,Residencial,Couro,84,10836,198
2022,Q1,Cidade A,Residencial,Areia,96,36096,185
2022,Q1,Cidade A,Comercial,Barra Metal,91,72163,193
2022,Q1,Cidade A,Comercial,Madeira,48,5952,117
2022,Q1,Cidade A,Comercial,Pedra Britada,21,12558,194
2022,Q1,Cidade A,Comercial,Fio Algodão,48,17280,148
2022,Q1,Cidade A,Comercial,Cimento,19,13186,51
2022,Q1,Cidade A,Comercial,Tecido,95,20235,160
2022,Q1,Cidade A,Comercial,Papel,77,10626,192
2022,Q1,Cidade A,Comercial,Poliéster,69,62514,82
